"season","round","raceName","points","constructorCode","constructorAbbr","constructor_name"
"2023","17","Qatar Grand Prix","33","mclaren","MCL","McLaren"
"2023","17","Qatar Grand Prix","10","ferrari","FER","Ferrari"
"2023","17","Qatar Grand Prix","0","haas","HAA","Haas F1 Team"
"2023","17","Qatar Grand Prix","6","alfa","KCK","Alfa Romeo"
"2023","17","Qatar Grand Prix","12","mercedes","MER","Mercedes"
"2023","17","Qatar Grand Prix","0","williams","WIL","Williams"
"2023","17","Qatar Grand Prix","0","alphatauri","","AlphaTauri"
"2023","18","United States Grand Prix","6","aston_martin","AST","Aston Martin"
"2023","18","United States Grand Prix","8","alpine","ALP","Alpine F1 Team"
"2023","18","United States Grand Prix","37","red_bull","RED","Red Bull"
"2023","18","United States Grand Prix","18","mclaren","MCL","McLaren"
"2023","18","United States Grand Prix","15","ferrari","FER","Ferrari"
"2023","18","United States Grand Prix","0","haas","HAA","Haas F1 Team"
"2023","18","United States Grand Prix","0","alfa","KCK","Alfa Romeo"
"2023","18","United States Grand Prix","10","mercedes","MER","Mercedes"
"2023","18","United States Grand Prix","3","williams","WIL","Williams"
"2023","18","United States Grand Prix","5","alphatauri","","AlphaTauri"
"2023","20","Ṣo Paulo Grand Prix","25","aston_martin","AST","Aston Martin"
"2023","20","Ṣo Paulo Grand Prix","7","alpine","ALP","Alpine F1 Team"
"2023","20","Ṣo Paulo Grand Prix","37","red_bull","RED","Red Bull"
"2023","20","Ṣo Paulo Grand Prix","19","mclaren","MCL","McLaren"
"2023","20","Ṣo Paulo Grand Prix","8","ferrari","FER","Ferrari"
"2023","20","Ṣo Paulo Grand Prix","0","haas","HAA","Haas F1 Team"
"2023","20","Ṣo Paulo Grand Prix","0","alfa","KCK","Alfa Romeo"
"2023","20","Ṣo Paulo Grand Prix","4","mercedes","MER","Mercedes"
"2023","20","Ṣo Paulo Grand Prix","0","williams","WIL","Williams"
"2023","20","Ṣo Paulo Grand Prix","2","alphatauri","","AlphaTauri"
"2023","21","Las Vegas Grand Prix","12","aston_martin","AST","Aston Martin"
"2023","21","Las Vegas Grand Prix","12","alpine","ALP","Alpine F1 Team"
"2023","21","Las Vegas Grand Prix","40","red_bull","RED","Red Bull"
"2023","21","Las Vegas Grand Prix","2","mclaren","MCL","McLaren"
"2023","21","Las Vegas Grand Prix","26","ferrari","FER","Ferrari"
"2023","21","Las Vegas Grand Prix","0","haas","HAA","Haas F1 Team"
"2023","21","Las Vegas Grand Prix","0","alfa","KCK","Alfa Romeo"
"2023","21","Las Vegas Grand Prix","10","mercedes","MER","Mercedes"
"2023","21","Las Vegas Grand Prix","0","williams","WIL","Williams"
"2023","21","Las Vegas Grand Prix","0","alphatauri","","AlphaTauri"
"2023","22","Abu Dhabi Grand Prix","7","aston_martin","AST","Aston Martin"
"2023","22","Abu Dhabi Grand Prix","0","alpine","ALP","Alpine F1 Team"
"2023","22","Abu Dhabi Grand Prix","38","red_bull","RED","Red Bull"
"2023","22","Abu Dhabi Grand Prix","18","mclaren","MCL","McLaren"
"2023","22","Abu Dhabi Grand Prix","18","ferrari","FER","Ferrari"
"2023","22","Abu Dhabi Grand Prix","0","haas","HAA","Haas F1 Team"
"2023","22","Abu Dhabi Grand Prix","0","alfa","KCK","Alfa Romeo"
"2023","22","Abu Dhabi Grand Prix","17","mercedes","MER","Mercedes"
"2023","22","Abu Dhabi Grand Prix","0","williams","WIL","Williams"
"2023","22","Abu Dhabi Grand Prix","4","alphatauri","","AlphaTauri"
"2024","1","Bahrain Grand Prix","3","aston_martin","AST","Aston Martin"
"2024","1","Bahrain Grand Prix","0","williams","WIL","Williams"
"2024","1","Bahrain Grand Prix","0","rb","VRB","RB F1 Team"
"2024","1","Bahrain Grand Prix","44","red_bull","RED","Red Bull"
"2024","1","Bahrain Grand Prix","12","mclaren","MCL","McLaren"
"2024","1","Bahrain Grand Prix","27","ferrari","FER","Ferrari"
"2024","1","Bahrain Grand Prix","0","haas","HAA","Haas F1 Team"
"2024","1","Bahrain Grand Prix","0","sauber","KCK","Sauber"
"2024","1","Bahrain Grand Prix","16","mercedes","MER","Mercedes"
"2024","1","Bahrain Grand Prix","0","alpine","ALP","Alpine F1 Team"
"2024","2","Saudi Arabian Grand Prix","10","aston_martin","AST","Aston Martin"
"2024","2","Saudi Arabian Grand Prix","0","williams","WIL","Williams"
"2024","2","Saudi Arabian Grand Prix","0","rb","VRB","RB F1 Team"
"2024","2","Saudi Arabian Grand Prix","43","red_bull","RED","Red Bull"
"2024","2","Saudi Arabian Grand Prix","16","mclaren","MCL","McLaren"
"2024","2","Saudi Arabian Grand Prix","22","ferrari","FER","Ferrari"
"2024","2","Saudi Arabian Grand Prix","1","haas","HAA","Haas F1 Team"
"2024","2","Saudi Arabian Grand Prix","0","sauber","KCK","Sauber"
"2024","2","Saudi Arabian Grand Prix","10","mercedes","MER","Mercedes"
"2024","2","Saudi Arabian Grand Prix","0","alpine","ALP","Alpine F1 Team"
"2024","3","Australian Grand Prix","12","aston_martin","AST","Aston Martin"
"2024","3","Australian Grand Prix","0","williams","WIL","Williams"
"2024","3","Australian Grand Prix","6","rb","VRB","RB F1 Team"
"2024","3","Australian Grand Prix","10","red_bull","RED","Red Bull"
"2024","3","Australian Grand Prix","27","mclaren","MCL","McLaren"
"2024","3","Australian Grand Prix","44","ferrari","FER","Ferrari"
"2024","3","Australian Grand Prix","3","haas","HAA","Haas F1 Team"
"2024","3","Australian Grand Prix","0","sauber","KCK","Sauber"
"2024","3","Australian Grand Prix","0","alpine","ALP","Alpine F1 Team"
"2024","3","Australian Grand Prix","0","mercedes","MER","Mercedes"
"2024","4","Japanese Grand Prix","8","aston_martin","AST","Aston Martin"
"2024","4","Japanese Grand Prix","0","alpine","ALP","Alpine F1 Team"
"2024","4","Japanese Grand Prix","1","rb","VRB","RB F1 Team"
"2024","4","Japanese Grand Prix","44","red_bull","RED","Red Bull"
"2024","4","Japanese Grand Prix","14","mclaren","MCL","McLaren"
"2024","4","Japanese Grand Prix","27","ferrari","FER","Ferrari"
"2024","4","Japanese Grand Prix","0","haas","HAA","Haas F1 Team"
"2024","4","Japanese Grand Prix","0","sauber","KCK","Sauber"
"2024","4","Japanese Grand Prix","8","mercedes","MER","Mercedes"
"2024","4","Japanese Grand Prix","0","williams","WIL","Williams"
"2024","5","Chinese Grand Prix","7","aston_martin","AST","Aston Martin"
"2024","5","Chinese Grand Prix","0","alpine","ALP","Alpine F1 Team"
"2024","5","Chinese Grand Prix","0","rb","VRB","RB F1 Team"
"2024","5","Chinese Grand Prix","40","red_bull","RED","Red Bull"
"2024","5","Chinese Grand Prix","22","mclaren","MCL","McLaren"
"2024","5","Chinese Grand Prix","22","ferrari","FER","Ferrari"
"2024","5","Chinese Grand Prix","1","haas","HAA","Haas F1 Team"
"2024","5","Chinese Grand Prix","0","sauber","KCK","Sauber"
"2024","5","Chinese Grand Prix","10","mercedes","MER","Mercedes"
"2024","5","Chinese Grand Prix","0","williams","WIL","Williams"
"2024","6","Miami Grand Prix","2","aston_martin","AST","Aston Martin"
"2024","6","Miami Grand Prix","1","alpine","ALP","Alpine F1 Team"
"2024","6","Miami Grand Prix","6","rb","VRB","RB F1 Team"
"2024","6","Miami Grand Prix","30","red_bull","RED","Red Bull"
"2024","6","Miami Grand Prix","25","mclaren","MCL","McLaren"
"2024","6","Miami Grand Prix","25","ferrari","FER","Ferrari"
"2024","6","Miami Grand Prix","0","haas","HAA","Haas F1 Team"
"2024","6","Miami Grand Prix","0","sauber","KCK","Sauber"
"2024","6","Miami Grand Prix","12","mercedes","MER","Mercedes"
"2024","6","Miami Grand Prix","0","williams","WIL","Williams"
"2024","7","Emilia Romagna Grand Prix","2","aston_martin","AST","Aston Martin"
"2024","7","Emilia Romagna Grand Prix","0","alpine","ALP","Alpine F1 Team"
"2024","7","Emilia Romagna Grand Prix","1","rb","VRB","RB F1 Team"
"2024","7","Emilia Romagna Grand Prix","29","red_bull","RED","Red Bull"
"2024","7","Emilia Romagna Grand Prix","30","mclaren","MCL","McLaren"
"2024","7","Emilia Romagna Grand Prix","25","ferrari","FER","Ferrari"
"2024","7","Emilia Romagna Grand Prix","0","haas","HAA","Haas F1 Team"
"2024","7","Emilia Romagna Grand Prix","0","sauber","KCK","Sauber"
"2024","7","Emilia Romagna Grand Prix","15","mercedes","MER","Mercedes"
"2024","7","Emilia Romagna Grand Prix","0","williams","WIL","Williams"
"2024","8","Monaco Grand Prix","1","alpine","ALP","Alpine F1 Team"
"2024","8","Monaco Grand Prix","2","williams","WIL","Williams"
"2024","8","Monaco Grand Prix","4","rb","VRB","RB F1 Team"
"2024","8","Monaco Grand Prix","8","red_bull","RED","Red Bull"
"2024","8","Monaco Grand Prix","30","mclaren","MCL","McLaren"
"2024","8","Monaco Grand Prix","40","ferrari","FER","Ferrari"
"2024","8","Monaco Grand Prix","0","haas","HAA","Haas F1 Team"
"2024","8","Monaco Grand Prix","0","sauber","KCK","Sauber"
"2024","8","Monaco Grand Prix","17","mercedes","MER","Mercedes"
"2024","8","Monaco Grand Prix","0","aston_martin","AST","Aston Martin"
"2024","9","Canadian Grand Prix","14","aston_martin","AST","Aston Martin"
"2024","9","Canadian Grand Prix","3","alpine","ALP","Alpine F1 Team"
"2024","9","Canadian Grand Prix","4","rb","VRB","RB F1 Team"
"2024","9","Canadian Grand Prix","25","red_bull","RED","Red Bull"
"2024","9","Canadian Grand Prix","28","mclaren","MCL","McLaren"
"2024","9","Canadian Grand Prix","0","sauber","KCK","Sauber"
"2024","9","Canadian Grand Prix","0","haas","HAA","Haas F1 Team"
"2024","9","Canadian Grand Prix","0","ferrari","FER","Ferrari"
"2024","9","Canadian Grand Prix","28","mercedes","MER","Mercedes"
"2024","9","Canadian Grand Prix","0","williams","WIL","Williams"
"2024","10","Spanish Grand Prix","0","aston_martin","AST","Aston Martin"
"2024","10","Spanish Grand Prix","3","alpine","ALP","Alpine F1 Team"
"2024","10","Spanish Grand Prix","0","rb","VRB","RB F1 Team"
"2024","10","Spanish Grand Prix","29","red_bull","RED","Red Bull"
"2024","10","Spanish Grand Prix","25","mclaren","MCL","McLaren"
"2024","10","Spanish Grand Prix","18","ferrari","FER","Ferrari"
"2024","10","Spanish Grand Prix","0","haas","HAA","Haas F1 Team"
"2024","10","Spanish Grand Prix","0","sauber","KCK","Sauber"
"2024","10","Spanish Grand Prix","27","mercedes","MER","Mercedes"
"2024","10","Spanish Grand Prix","0","williams","WIL","Williams"
"2024","11","Austrian Grand Prix","0","aston_martin","AST","Aston Martin"
"2024","11","Austrian Grand Prix","1","alpine","ALP","Alpine F1 Team"
"2024","11","Austrian Grand Prix","2","rb","VRB","RB F1 Team"
"2024","11","Austrian Grand Prix","16","red_bull","RED","Red Bull"
"2024","11","Austrian Grand Prix","18","mclaren","MCL","McLaren"
"2024","11","Austrian Grand Prix","15","ferrari","FER","Ferrari"
"2024","11","Austrian Grand Prix","12","haas","HAA","Haas F1 Team"
"2024","11","Austrian Grand Prix","0","sauber","KCK","Sauber"
"2024","11","Austrian Grand Prix","37","mercedes","MER","Mercedes"
"2024","11","Austrian Grand Prix","0","williams","WIL","Williams"
"2024","12","British Grand Prix","10","aston_martin","AST","Aston Martin"
"2024","12","British Grand Prix","2","williams","WIL","Williams"
"2024","12","British Grand Prix","1","rb","VRB","RB F1 Team"
"2024","12","British Grand Prix","18","red_bull","RED","Red Bull"
"2024","12","British Grand Prix","27","mclaren","MCL","McLaren"
"2024","12","British Grand Prix","11","ferrari","FER","Ferrari"
"2024","12","British Grand Prix","8","haas","HAA","Haas F1 Team"
"2024","12","British Grand Prix","0","sauber","KCK","Sauber"
"2024","12","British Grand Prix","25","mercedes","MER","Mercedes"
"2024","12","British Grand Prix","0","alpine","ALP","Alpine F1 Team"
"2024","13","Hungarian Grand Prix","1","aston_martin","AST","Aston Martin"
"2024","13","Hungarian Grand Prix","0","williams","WIL","Williams"
"2024","13","Hungarian Grand Prix","2","rb","VRB","RB F1 Team"
"2024","13","Hungarian Grand Prix","16","red_bull","RED","Red Bull"
"2024","13","Hungarian Grand Prix","43","mclaren","MCL","McLaren"
"2024","13","Hungarian Grand Prix","20","ferrari","FER","Ferrari"
"2024","13","Hungarian Grand Prix","0","haas","HAA","Haas F1 Team"
"2024","13","Hungarian Grand Prix","0","sauber","KCK","Sauber"
"2024","13","Hungarian Grand Prix","20","mercedes","MER","Mercedes"
"2024","13","Hungarian Grand Prix","0","alpine","ALP","Alpine F1 Team"
"2024","14","Belgian Grand Prix","4","aston_martin","AST","Aston Martin"
"2024","14","Belgian Grand Prix","2","alpine","ALP","Alpine F1 Team"
"2024","14","Belgian Grand Prix","1","rb","VRB","RB F1 Team"
"2024","14","Belgian Grand Prix","19","red_bull","RED","Red Bull"
"2024","14","Belgian Grand Prix","28","mclaren","MCL","McLaren"
"2024","14","Belgian Grand Prix","23","ferrari","FER","Ferrari"
"2024","14","Belgian Grand Prix","0","haas","HAA","Haas F1 Team"
"2024","14","Belgian Grand Prix","0","sauber","KCK","Sauber"
"2024","14","Belgian Grand Prix","25","mercedes","MER","Mercedes"
"2024","14","Belgian Grand Prix","0","williams","WIL","Williams"
"2024","15","Dutch Grand Prix","1","aston_martin","AST","Aston Martin"
"2024","15","Dutch Grand Prix","2","alpine","ALP","Alpine F1 Team"
"2024","15","Dutch Grand Prix","0","rb","VRB","RB F1 Team"
"2024","15","Dutch Grand Prix","26","red_bull","RED","Red Bull"
"2024","15","Dutch Grand Prix","38","mclaren","MCL","McLaren"
"2024","15","Dutch Grand Prix","25","ferrari","FER","Ferrari"
"2024","15","Dutch Grand Prix","0","haas","HAA","Haas F1 Team"
"2024","15","Dutch Grand Prix","0","sauber","KCK","Sauber"
"2024","15","Dutch Grand Prix","10","mercedes","MER","Mercedes"
"2024","15","Dutch Grand Prix","0","williams","WIL","Williams"
"2024","16","Italian Grand Prix","0","aston_martin","AST","Aston Martin"
"2024","16","Italian Grand Prix","2","williams","WIL","Williams"
"2024","16","Italian Grand Prix","0","rb","VRB","RB F1 Team"
"2024","16","Italian Grand Prix","12","red_bull","RED","Red Bull"
"2024","16","Italian Grand Prix","34","mclaren","MCL","McLaren"
"2024","16","Italian Grand Prix","37","ferrari","FER","Ferrari"
"2024","16","Italian Grand Prix","1","haas","HAA","Haas F1 Team"
"2024","16","Italian Grand Prix","0","sauber","KCK","Sauber"
"2024","16","Italian Grand Prix","16","mercedes","MER","Mercedes"
"2024","16","Italian Grand Prix","0","alpine","ALP","Alpine F1 Team"
"2024","17","Azerbaijan Grand Prix","8","aston_martin","AST","Aston Martin"
"2024","17","Azerbaijan Grand Prix","10","williams","WIL","Williams"
"2024","17","Azerbaijan Grand Prix","0","rb","VRB","RB F1 Team"
"2024","17","Azerbaijan Grand Prix","10","red_bull","RED","Red Bull"
"2024","17","Azerbaijan Grand Prix","38","mclaren","MCL","McLaren"
"2024","17","Azerbaijan Grand Prix","18","ferrari","FER","Ferrari"
"2024","17","Azerbaijan Grand Prix","1","haas","HAA","Haas F1 Team"
"2024","17","Azerbaijan Grand Prix","0","sauber","KCK","Sauber"
"2024","17","Azerbaijan Grand Prix","17","mercedes","MER","Mercedes"
"2024","17","Azerbaijan Grand Prix","0","alpine","ALP","Alpine F1 Team"
"2024","18","Singapore Grand Prix","4","aston_martin","AST","Aston Martin"
"2024","18","Singapore Grand Prix","0","williams","WIL","Williams"
"2024","18","Singapore Grand Prix","0","rb","VRB","RB F1 Team"
"2024","18","Singapore Grand Prix","19","red_bull","RED","Red Bull"
"2024","18","Singapore Grand Prix","40","mclaren","MCL","McLaren"
"2024","18","Singapore Grand Prix","16","ferrari","FER","Ferrari"
"2024","18","Singapore Grand Prix","2","haas","HAA","Haas F1 Team"
"2024","18","Singapore Grand Prix","0","sauber","KCK","Sauber"
"2024","18","Singapore Grand Prix","20","mercedes","MER","Mercedes"
"2024","18","Singapore Grand Prix","0","alpine","ALP","Alpine F1 Team"
"2024","19","United States Grand Prix","0","alpine","ALP","Alpine F1 Team"
"2024","19","United States Grand Prix","1","williams","WIL","Williams"
"2024","19","United States Grand Prix","2","rb","VRB","RB F1 Team"
"2024","19","United States Grand Prix","21","red_bull","RED","Red Bull"
"2024","19","United States Grand Prix","22","mclaren","MCL","McLaren"
"2024","19","United States Grand Prix","43","ferrari","FER","Ferrari"
"2024","19","United States Grand Prix","4","haas","HAA","Haas F1 Team"
"2024","19","United States Grand Prix","0","sauber","KCK","Sauber"
"2024","19","United States Grand Prix","8","mercedes","MER","Mercedes"
"2024","19","United States Grand Prix","0","aston_martin","AST","Aston Martin"
"2024","20","Mexico City Grand Prix","0","aston_martin","AST","Aston Martin"
"2024","20","Mexico City Grand Prix","1","alpine","ALP","Alpine F1 Team"
"2024","20","Mexico City Grand Prix","0","rb","VRB","RB F1 Team"
"2024","20","Mexico City Grand Prix","8","red_bull","RED","Red Bull"
"2024","20","Mexico City Grand Prix","22","mclaren","MCL","McLaren"
"2024","20","Mexico City Grand Prix","41","ferrari","FER","Ferrari"
