"season","round","raceName","position","points","wins","constructorCode","constructorAbbr","constructor_name"
"2025","4","Bahrain Grand Prix","6","19","0","williams","WIL","Williams"
"2025","4","Bahrain Grand Prix","7","10","0","aston_martin","AST","Aston Martin"
"2025","4","Bahrain Grand Prix","8","7","0","rb","VRB","RB F1 Team"
"2025","4","Bahrain Grand Prix","9","6","0","alpine","ALP","Alpine F1 Team"
"2025","4","Bahrain Grand Prix","10","6","0","sauber","KCK","Sauber"
"2025","5","Saudi Arabian Grand Prix","1","188","4","mclaren","MCL","McLaren"
"2025","5","Saudi Arabian Grand Prix","2","111","0","mercedes","MER","Mercedes"
"2025","5","Saudi Arabian Grand Prix","3","89","1","red_bull","RED","Red Bull"
"2025","5","Saudi Arabian Grand Prix","4","78","0","ferrari","FER","Ferrari"
"2025","5","Saudi Arabian Grand Prix","5","25","0","williams","WIL","Williams"
"2025","5","Saudi Arabian Grand Prix","6","20","0","haas","HAA","Haas F1 Team"
"2025","5","Saudi Arabian Grand Prix","7","10","0","aston_martin","AST","Aston Martin"
"2025","5","Saudi Arabian Grand Prix","8","8","0","rb","VRB","RB F1 Team"
"2025","5","Saudi Arabian Grand Prix","9","6","0","alpine","ALP","Alpine F1 Team"
"2025","5","Saudi Arabian Grand Prix","10","6","0","sauber","KCK","Sauber"
"2025","6","Miami Grand Prix","1","246","5","mclaren","MCL","McLaren"
"2025","6","Miami Grand Prix","2","141","0","mercedes","MER","Mercedes"
"2025","6","Miami Grand Prix","3","105","1","red_bull","RED","Red Bull"
"2025","6","Miami Grand Prix","4","94","0","ferrari","FER","Ferrari"
"2025","6","Miami Grand Prix","5","37","0","williams","WIL","Williams"
"2025","6","Miami Grand Prix","6","20","0","haas","HAA","Haas F1 Team"
"2025","6","Miami Grand Prix","7","14","0","aston_martin","AST","Aston Martin"
"2025","6","Miami Grand Prix","8","8","0","rb","VRB","RB F1 Team"
"2025","6","Miami Grand Prix","9","7","0","alpine","ALP","Alpine F1 Team"
"2025","6","Miami Grand Prix","10","6","0","sauber","KCK","Sauber"
"2025","7","Emilia Romagna Grand Prix","1","279","5","mclaren","MCL","McLaren"
"2025","7","Emilia Romagna Grand Prix","2","147","0","mercedes","MER","Mercedes"
"2025","7","Emilia Romagna Grand Prix","3","131","2","red_bull","RED","Red Bull"
"2025","7","Emilia Romagna Grand Prix","4","114","0","ferrari","FER","Ferrari"
"2025","7","Emilia Romagna Grand Prix","5","51","0","williams","WIL","Williams"
"2025","7","Emilia Romagna Grand Prix","6","20","0","haas","HAA","Haas F1 Team"
"2025","7","Emilia Romagna Grand Prix","7","14","0","aston_martin","AST","Aston Martin"
"2025","7","Emilia Romagna Grand Prix","8","10","0","rb","VRB","RB F1 Team"
"2025","7","Emilia Romagna Grand Prix","9","7","0","alpine","ALP","Alpine F1 Team"
"2025","7","Emilia Romagna Grand Prix","10","6","0","sauber","KCK","Sauber"
"2025","8","Monaco Grand Prix","1","319","6","mclaren","MCL","McLaren"
"2025","8","Monaco Grand Prix","2","147","0","mercedes","MER","Mercedes"
"2025","8","Monaco Grand Prix","3","143","2","red_bull","RED","Red Bull"
"2025","8","Monaco Grand Prix","4","142","0","ferrari","FER","Ferrari"
"2025","8","Monaco Grand Prix","5","54","0","williams","WIL","Williams"
"2025","8","Monaco Grand Prix","6","26","0","haas","HAA","Haas F1 Team"
"2025","8","Monaco Grand Prix","7","22","0","rb","VRB","RB F1 Team"
"2025","8","Monaco Grand Prix","8","14","0","aston_martin","AST","Aston Martin"
"2025","8","Monaco Grand Prix","9","7","0","alpine","ALP","Alpine F1 Team"
"2025","8","Monaco Grand Prix","10","6","0","sauber","KCK","Sauber"
"2025","9","Spanish Grand Prix","1","362","7","mclaren","MCL","McLaren"
"2025","9","Spanish Grand Prix","2","165","0","ferrari","FER","Ferrari"
"2025","9","Spanish Grand Prix","3","159","0","mercedes","MER","Mercedes"
"2025","9","Spanish Grand Prix","4","144","2","red_bull","RED","Red Bull"
"2025","9","Spanish Grand Prix","5","54","0","williams","WIL","Williams"
"2025","9","Spanish Grand Prix","6","28","0","rb","VRB","RB F1 Team"
"2025","9","Spanish Grand Prix","7","26","0","haas","HAA","Haas F1 Team"
"2025","9","Spanish Grand Prix","8","16","0","sauber","KCK","Sauber"
"2025","9","Spanish Grand Prix","9","16","0","aston_martin","AST","Aston Martin"
"2025","9","Spanish Grand Prix","10","11","0","alpine","ALP","Alpine F1 Team"
"2025","10","Canadian Grand Prix","1","374","7","mclaren","MCL","McLaren"
"2025","10","Canadian Grand Prix","2","199","1","mercedes","MER","Mercedes"
"2025","10","Canadian Grand Prix","3","183","0","ferrari","FER","Ferrari"
"2025","10","Canadian Grand Prix","4","162","2","red_bull","RED","Red Bull"
"2025","10","Canadian Grand Prix","5","55","0","williams","WIL","Williams"
"2025","10","Canadian Grand Prix","6","28","0","haas","HAA","Haas F1 Team"
"2025","10","Canadian Grand Prix","7","28","0","rb","VRB","RB F1 Team"
"2025","10","Canadian Grand Prix","8","22","0","aston_martin","AST","Aston Martin"
"2025","10","Canadian Grand Prix","9","20","0","sauber","KCK","Sauber"
"2025","10","Canadian Grand Prix","10","11","0","alpine","ALP","Alpine F1 Team"
"2025","11","Austrian Grand Prix","1","417","8","mclaren","MCL","McLaren"
"2025","11","Austrian Grand Prix","2","210","0","ferrari","FER","Ferrari"
"2025","11","Austrian Grand Prix","3","209","1","mercedes","MER","Mercedes"
"2025","11","Austrian Grand Prix","4","162","2","red_bull","RED","Red Bull"
"2025","11","Austrian Grand Prix","5","55","0","williams","WIL","Williams"
"2025","11","Austrian Grand Prix","6","36","0","rb","VRB","RB F1 Team"
"2025","11","Austrian Grand Prix","7","29","0","haas","HAA","Haas F1 Team"
"2025","11","Austrian Grand Prix","8","28","0","aston_martin","AST","Aston Martin"
"2025","11","Austrian Grand Prix","9","26","0","sauber","KCK","Sauber"
"2025","11","Austrian Grand Prix","10","11","0","alpine","ALP","Alpine F1 Team"
"2025","12","British Grand Prix","1","460","9","mclaren","MCL","McLaren"
"2025","12","British Grand Prix","2","222","0","ferrari","FER","Ferrari"
"2025","12","British Grand Prix","3","210","1","mercedes","MER","Mercedes"
"2025","12","British Grand Prix","4","172","2","red_bull","RED","Red Bull"
"2025","12","British Grand Prix","5","59","0","williams","WIL","Williams"
"2025","12","British Grand Prix","6","41","0","sauber","KCK","Sauber"
"2025","12","British Grand Prix","7","36","0","rb","VRB","RB F1 Team"
"2025","12","British Grand Prix","8","36","0","aston_martin","AST","Aston Martin"
"2025","12","British Grand Prix","9","29","0","haas","HAA","Haas F1 Team"
"2025","12","British Grand Prix","10","19","0","alpine","ALP","Alpine F1 Team"
"2025","13","Belgian Grand Prix","1","516","10","mclaren","MCL","McLaren"
"2025","13","Belgian Grand Prix","2","248","0","ferrari","FER","Ferrari"
"2025","13","Belgian Grand Prix","3","220","1","mercedes","MER","Mercedes"
"2025","13","Belgian Grand Prix","4","192","2","red_bull","RED","Red Bull"
"2025","13","Belgian Grand Prix","5","70","0","williams","WIL","Williams"
"2025","13","Belgian Grand Prix","6","43","0","sauber","KCK","Sauber"
"2025","13","Belgian Grand Prix","7","41","0","rb","VRB","RB F1 Team"
"2025","13","Belgian Grand Prix","8","36","0","aston_martin","AST","Aston Martin"
"2025","13","Belgian Grand Prix","9","35","0","haas","HAA","Haas F1 Team"
"2025","13","Belgian Grand Prix","10","20","0","alpine","ALP","Alpine F1 Team"
"2025","14","Hungarian Grand Prix","1","559","11","mclaren","MCL","McLaren"
"2025","14","Hungarian Grand Prix","2","260","0","ferrari","FER","Ferrari"
"2025","14","Hungarian Grand Prix","3","236","1","mercedes","MER","Mercedes"
"2025","14","Hungarian Grand Prix","4","194","2","red_bull","RED","Red Bull"
"2025","14","Hungarian Grand Prix","5","70","0","williams","WIL","Williams"
"2025","14","Hungarian Grand Prix","6","52","0","aston_martin","AST","Aston Martin"
"2025","14","Hungarian Grand Prix","7","51","0","sauber","KCK","Sauber"
"2025","14","Hungarian Grand Prix","8","45","0","rb","VRB","RB F1 Team"
"2025","14","Hungarian Grand Prix","9","35","0","haas","HAA","Haas F1 Team"
"2025","14","Hungarian Grand Prix","10","20","0","alpine","ALP","Alpine F1 Team"
"2025","15","Dutch Grand Prix","1","584","12","mclaren","MCL","McLaren"
"2025","15","Dutch Grand Prix","2","260","0","ferrari","FER","Ferrari"
"2025","15","Dutch Grand Prix","3","248","1","mercedes","MER","Mercedes"
"2025","15","Dutch Grand Prix","4","214","2","red_bull","RED","Red Bull"
"2025","15","Dutch Grand Prix","5","80","0","williams","WIL","Williams"
"2025","15","Dutch Grand Prix","6","62","0","aston_martin","AST","Aston Martin"
"2025","15","Dutch Grand Prix","7","60","0","rb","VRB","RB F1 Team"
"2025","15","Dutch Grand Prix","8","51","0","sauber","KCK","Sauber"
"2025","15","Dutch Grand Prix","9","44","0","haas","HAA","Haas F1 Team"
"2025","15","Dutch Grand Prix","10","20","0","alpine","ALP","Alpine F1 Team"
"2025","16","Italian Grand Prix","1","617","12","mclaren","MCL","McLaren"
"2025","16","Italian Grand Prix","2","280","0","ferrari","FER","Ferrari"
"2025","16","Italian Grand Prix","3","260","1","mercedes","MER","Mercedes"
"2025","16","Italian Grand Prix","4","239","3","red_bull","RED","Red Bull"
"2025","16","Italian Grand Prix","5","86","0","williams","WIL","Williams"
"2025","16","Italian Grand Prix","6","62","0","aston_martin","AST","Aston Martin"
"2025","16","Italian Grand Prix","7","61","0","rb","VRB","RB F1 Team"
"2025","16","Italian Grand Prix","8","55","0","sauber","KCK","Sauber"
"2025","16","Italian Grand Prix","9","44","0","haas","HAA","Haas F1 Team"
"2025","16","Italian Grand Prix","10","20","0","alpine","ALP","Alpine F1 Team"
"2025","17","Azerbaijan Grand Prix","1","623","12","mclaren","MCL","McLaren"
"2025","17","Azerbaijan Grand Prix","2","290","1","mercedes","MER","Mercedes"
"2025","17","Azerbaijan Grand Prix","3","286","0","ferrari","FER","Ferrari"
"2025","17","Azerbaijan Grand Prix","4","272","4","red_bull","RED","Red Bull"
"2025","17","Azerbaijan Grand Prix","5","101","0","williams","WIL","Williams"
"2025","17","Azerbaijan Grand Prix","6","72","0","rb","VRB","RB F1 Team"
"2025","17","Azerbaijan Grand Prix","7","62","0","aston_martin","AST","Aston Martin"
"2025","17","Azerbaijan Grand Prix","8","55","0","sauber","KCK","Sauber"
"2025","17","Azerbaijan Grand Prix","9","44","0","haas","HAA","Haas F1 Team"
"2025","17","Azerbaijan Grand Prix","10","20","0","alpine","ALP","Alpine F1 Team"
"2025","18","Singapore Grand Prix","1","650","12","mclaren","MCL","McLaren"
"2025","18","Singapore Grand Prix","2","325","2","mercedes","MER","Mercedes"
"2025","18","Singapore Grand Prix","3","298","0","ferrari","FER","Ferrari"
"2025","18","Singapore Grand Prix","4","290","4","red_bull","RED","Red Bull"
"2025","18","Singapore Grand Prix","5","102","0","williams","WIL","Williams"
"2025","18","Singapore Grand Prix","6","72","0","rb","VRB","RB F1 Team"
"2025","18","Singapore Grand Prix","7","68","0","aston_martin","AST","Aston Martin"
"2025","18","Singapore Grand Prix","8","55","0","sauber","KCK","Sauber"
"2025","18","Singapore Grand Prix","9","46","0","haas","HAA","Haas F1 Team"
"2025","18","Singapore Grand Prix","10","20","0","alpine","ALP","Alpine F1 Team"
"2025","19","United States Grand Prix","1","678","12","mclaren","MCL","McLaren"
"2025","19","United States Grand Prix","2","341","2","mercedes","MER","Mercedes"
"2025","19","United States Grand Prix","3","334","0","ferrari","FER","Ferrari"
"2025","19","United States Grand Prix","4","331","5","red_bull","RED","Red Bull"
"2025","19","United States Grand Prix","5","111","0","williams","WIL","Williams"
"2025","19","United States Grand Prix","6","72","0","rb","VRB","RB F1 Team"
"2025","19","United States Grand Prix","7","69","0","aston_martin","AST","Aston Martin"
"2025","19","United States Grand Prix","8","59","0","sauber","KCK","Sauber"
"2025","19","United States Grand Prix","9","48","0","haas","HAA","Haas F1 Team"
"2025","19","United States Grand Prix","10","20","0","alpine","ALP","Alpine F1 Team"
"2025","20","Mexico City Grand Prix","1","713","13","mclaren","MCL","McLaren"
"2025","20","Mexico City Grand Prix","2","356","0","ferrari","FER","Ferrari"
"2025","20","Mexico City Grand Prix","3","355","2","mercedes","MER","Mercedes"
"2025","20","Mexico City Grand Prix","4","346","5","red_bull","RED","Red Bull"
"2025","20","Mexico City Grand Prix","5","111","0","williams","WIL","Williams"
"2025","20","Mexico City Grand Prix","6","72","0","rb","VRB","RB F1 Team"
"2025","20","Mexico City Grand Prix","7","69","0","aston_martin","AST","Aston Martin"
"2025","20","Mexico City Grand Prix","8","62","0","haas","HAA","Haas F1 Team"
"2025","20","Mexico City Grand Prix","9","60","0","sauber","KCK","Sauber"
"2025","20","Mexico City Grand Prix","10","20","0","alpine","ALP","Alpine F1 Team"
"2025","21","Ṣo Paulo Grand Prix","1","756","14","mclaren","MCL","McLaren"
"2025","21","Ṣo Paulo Grand Prix","2","398","2","mercedes","MER","Mercedes"
"2025","21","Ṣo Paulo Grand Prix","3","366","5","red_bull","RED","Red Bull"
"2025","21","Ṣo Paulo Grand Prix","4","362","0","ferrari","FER","Ferrari"
"2025","21","Ṣo Paulo Grand Prix","5","111","0","williams","WIL","Williams"
"2025","21","Ṣo Paulo Grand Prix","6","82","0","rb","VRB","RB F1 Team"
"2025","21","Ṣo Paulo Grand Prix","7","72","0","aston_martin","AST","Aston Martin"
"2025","21","Ṣo Paulo Grand Prix","8","70","0","haas","HAA","Haas F1 Team"
"2025","21","Ṣo Paulo Grand Prix","9","62","0","sauber","KCK","Sauber"
"2025","21","Ṣo Paulo Grand Prix","10","22","0","alpine","ALP","Alpine F1 Team"
